,owner,company,address,type,capacity_MW,approval_date,prep_time,note
1329,"양홍석,우혁재",빛고을운정태양광발전소,광주시  북구  운정동  627번지외  5필지,태양광,4.0,2018-12-21,2021-12-31,사업준비기간  연장
1330,김양곤,동해그린풍력,경북  포항시  남구  호미곶면  대보리  산129-1  일원,풍력,42.0,2018-12-21,2021-12-31,사업준비기간  연장
1331,"최규석,김재윤",코포스,"강원도  정선군  정선읍  북실리 산50,  산55,  산56,  산28번지  일원",풍력,30.0,2018-12-26,2019-12-31,"주식취득인가,대표자 추가,본점  소재지  변경"
1332,박범진,서순천풍력발전,전남  순천시  낙안면  창녕리  산113번지  외  10필지,풍력,29.7,2018-12-26,2020-12-31,"용량변경,사업준비기간연장"
1333,정회걸,남정수상태양광운영,전남  고흥군  대서면  남정리 2431-26,태양광,25.0,2018-12-26,2021-06-30,"양수인가,사업준비기간 연장"
1334,조홍렬,장흥그린에너지,전남  장흥군  해당리  장흥  바이오  식품산업단지내,신재생바이오매스우드칩,30.0,2018-12-26,2020-06-30,"양수인가,사업준비기간연장"
1335,이기경,평창에코파워,"강원도  평창군  대관령면  횡계리  산1-137,  산1-140,  산302번지",풍력,40.0,2018-12-26,2021-12-31,
1336,정해주,대관령풍력,강원도  평창군  봉평면  진조리 산80-9번지,풍력,16.8,2018-12-31,2020-11-30,본점  소재지  변경
1337,정해주,대관령풍력,충북  제천시  백운면  운학리  산285-1번지,풍력,6.9,2018-12-31,2020-11-30,본점  소재지  변경
1338,정태연,영동발전,경남  통영시  욕지면  동항리  산6-1번지  앞  공유수면,풍력,9.9,2019-01-03,2020-12-31,사업준비기간연장
1339,김영건,에스디오,강원도  고성군  토성면  도원리 산1  외  6필지,풍력,30.0,2019-01-11,2021-12-31,사업준비기간연장
1340,이기경,태환윈드파워평창,"강원도  평창군  봉평면  흥정리 산1,  덕거리  산1",풍력,69.3,2019-01-28,2022-03-31,사업준비기간연장
1341,변주섭,평화에너지,강원도  양구군  해안면  현리  산1번지  일원,풍력,90.0,2019-01-30,2021-10-31,
1342,김경수,지케이윈드,경북  영천시  임고면  수성리  산11-1번지  일원,풍력,39.0,2019-01-30,2021-08-31,
1343,사장,한국남동발전,"전남  고흥군  두원면  학곡리 1618번지  일원(720,000㎡)",수상태양광,60.0,2019-01-30,2021-07-31,
1344,홍동표,태백가덕산풍력발전,"강원도  태백시  원동  산97,  산13-1일원",풍력,72.0,2019-01-30,2020-12-31,"용량변경,전압변경(154-->345kV),단계구분"
1345,정진철,당진에코파워,울산시  남구  부곡동  산5번지  일원  (산업단지內),복합화력(LN G/L PG),970.0,2019-01-30,2024-12-31,"사업장소    변경(당진->울산),용량변경(580->970MW),전압변경(765->345kV),원동력변경(LNG->LNG,LPG),사업명변경(당진에코파워1,2호기->당진에코파워1호기)"
1346,정진철 ,당진에코파워 ,"충북  음성군  음성읍  평곡리  일 원(187,732㎡)",복합화력 (LNG),970.0 ,2019-01-30 ,2024-12-31 ,"사업장소  변경(당진 ->음성),용량변경(580->970MW),전압변경(765->345kV),사업명변경(당진에코파워1,2호기->당진에코파워2호기)"
1347,박일준,한국동서발전,"충남  서산시  대산읍  화곡리 1843,  운산리  2423,  2615번지 일원",태양광,79.994,2019-01-30,2021-07-31,
1348,이상득,지앤이파트너스,"경북  군위군  군위읍  대흥1길 48-148외  27필지(731,564㎡)",태양광,40,2019-01-30,2021-07-31,
1349,김창휘,안좌스마트팜앤쏠라시티,전남  신안군  안좌면  내호리  및 구대리  일원(총  201필지),태양광(염해  간척지),90,2019-01-30,2020-12-31,
1350,김병숙,한국서부발전,충남  태안군  안면읍  창기리 209-335번지  일원,태양광,17,2019-01-30,2021-06-30,
1351,김병숙,한국서부발전,충남  태안군  안면읍  중장리 2080-1번지  일원,태양광,22,2019-01-30,2021-06-30,
1352,김강학 ,명운산업개발 ,"전남  영광군  낙월면  안마도,  송이도  일원  공유수면(위도 35°20'5.45""N  경도   126°6'15.74""E,위도 35°19'50.63""N  경도 126°8'39.28""E,위도   35°21'27.42""N  경도 126°9'46.11""E,위도 35°23'11.20""N  경도   126°10'25.43""E,위도 35°24'13.30""N  경도  126° 6'42.23""E,위도  35°24'40.97""N   경도  126°7'26.09""E,위도 35°24'25.64""N  경도  126° 9'28.54""E)",풍력 ,354.48 nan,2019-01-30 ,2022-12-31 ,
1353,이상득,그린에너지발전,"강원도  정선군  화암면  백전리 81-2,  산457,  산465,  산486,  산487,  산493,  산511",풍력,40.0,2019-01-30,2022-12-31,
1354,김성훈,오투파워,"강원도  태백시  화전동  산47-61, 창죽동  산1-1,    황지동  산176-1,14,16",풍력,111.0,2019-01-30,2022-12-31,"일부의  양도(태백고산육상풍력)로  인한   용량변경,사업장소축소,본점소재지변경"
1355,김재종,통진풍력발전,"강원도  태백시  소도동  산78,  황지동  산176-1,  산176-14,  산176-16,  혈동  산57번지  일원",풍력,54.0,2019-01-30,2022-12-31,일부의  양수인가(태백금대에코풍력으로부터)
1356,조성철,내포그린에너지,"충남  홍성군  홍북면,예산군  삽교읍  일원",LNG,495.0,2019-01-30,2022-06-30,"용량변경,연료변경,사업준비기간연장"
1357,조성철,내포그린에너지,"충남  홍성군  홍북면,예산군  삽교읍  일원",연료전지,60.0,2019-01-30,2022-06-30,"용량변경,연료변경,사업준비기간연장"
1358,장영진,디에스파워,경기도오산시황새로149번길55(누읍동),열병합발전(LNG),466.1,2019-01-30,2021-01-31,주식취득
1359,유정준,에스케이이엔에스,서울시  강동구  아리수로87길 206  (고덕동),신재생(연료전지),19.8,2019-01-30,2020-08-31,"용량변경,준비기간연장"
1360,원희룡,제주특별자치도,제주특별자치도  제주시  구좌읍 동복리  산56-34번지  일원,생활폐기물,19.2,2019-01-30,2019-12-31,전압변경(22.9-->154kV)
1361,김성훈,제이파워,"경남  산청군  신등면  모례리  산78-1,  산청읍  범학리   산31,  척지리  산134",풍력,36.8,2019-02-18,2022-10-31,사업준비기간연장
1362,한글랜상,대우조선해양건설,"경남  산청군  금서면  특리 산79-1,  산79-2,  자혜리   산7-1일대",풍력,20.0,2019-02-26,2021-03-31,사업준비기간연장
1363,김응식,지에스이피에스,"강원도  양양군  서면  영덕리  산81-1,  공수전리  산2-7,  서림리  산1-5,  북암리 산1",풍력,60.0,2019-02-28,2022-12-31,사업준비기간연장
1364,김문수,양양풍력발전,강원도  양양군  현남면  하월천리  산1-1  일원,풍력,40.0,2019-03-04,2022-11-30,사업준비기간연장
1365,김원구,오성이앤티,"경북  영덕군  남정면  회리 104-1번지,  쟁암리  산37번지,  사암리  산62-2번지,  달산면  옥산리  산109번지",풍력,60.0,2019-03-05,2022-02-28,사업준비기간연장
1366,백승정,대구청정에너지,대구시  달성군  유가면  비슬로96길  67(금리40번지),신재생(연료전지:NG),60.0,2019-03-05,2020-12-31,사업준비기간연장
1367,서종현 ,청송노래산풍 력발전,경북 청송군 안덕면 노래 리  산68-1번지  일원,풍력 ,19.2 nan,2019-03-05 ,2020-02-29 ,사업준비기간연장 
1368,"이종희,오상운",압해풍력발전소,전남  신안군  압해면  가룡리  일원,풍력,40.0,2019-03-05,2020-03-31,사업준비기간연장
1369,조홍렬,장흥그린에너지,"전남  장흥군  장흥읍  삼산리  758,759",신재생바이오매스우드칩,29.9,2019-03-05,2021-11-30,"본점소재지변경,사업준비기간연장,사업장소세부지번기입,설비용량변경"
1370,김인식,한국농어촌공사,"충남  서산시  대산읍  운산리  2423,  2615번지  일원",태양광,20.0,2019-03-18,2021-07-31,
1371,김인식,한국농어촌공사,전남  고흥군  두원면  학곡리  1618번지  일원,태양광,20.0,2019-03-18,2021-07-31,
1372,탁민,서귀포사랑,제주도  서귀포시  표선면 가시리  산  136외  15필지,태양광,20.0,2019-03-18,2021-12-31,
1373,최정욱,아시아그린에너지,제주도  서귀포시  표선면 가시리  산  136외  11필지,태양광,20.0,2019-03-18,2021-12-31,
1374,민경탁,가시리사랑,제주도  서귀포시  표선면 가시리  산  133외  24필지,태양광,20.0,2019-03-18,2021-12-31,
1375,최윤이,표선발전태양광,제주도  서귀포시  표선면 가시리  산  133외  9필지,태양광,20.0,2019-03-18,2021-12-31,
1376,이광열 ,욕지풍력 ,"경남통영시욕지면동항리및서 항 리 외 항 3 k m 앞 해 상(34°39'55.98""N/128°7'40.21""E,34°39'46.28""N/128°8'17.78""E,34°39'31.33""N/128°8'52.12""E, 34°39'11.86""N/128°9'21.50""E,34°38'47.30""N/128°9'46.48""E,34°38'19.30""N/128°10'4.61""E,34°37'50.01""N/128°10'15.22""E,34°37'16.25""N/128°10'18.69""E,34°36'43.43""N/128°10'14.37""E,34°36'13.79""N/128°10'1.87""E,34°35'45.91""N/128°9'43.74""E,34°35'21.50""N/128°9'16.12""E,34°35'4.00""N/128°8'48.15""E,34°34'50.60""N/128°8'20.16""E,34°34'42.97""N/128°7'45.39""E,34°35'4.39""N/128°7'40.17""E,34°35'29.21""N/128°7'33.12""E,34°35'47.64""N128°7'9.72""E,34°36'3.47""N/128°7'36.26""E,34°36'32.33""N/128°7'28.97""E,34°37'0.51""N/128°7'27.03""E, 34°37'27.45""N/128°7'37.35""E,34°38'15.27""N/128°7'7.66""E34°38'44.28""N/128°7'23.25""E,34°39'9.85""N/128°7'29.50""E,34°39'31.60""N/128°7'51.74""E)",풍력(해상) ,352.0 nan,2019-03-18 ,2022-12-31 ,
1377,유재권,삼천리,경기도  화성시  남양읍  북양리  산51번지,연료전지(LNG),19.8,2019-03-18,2020-12-31,
1378,김상우,대림에너지,전남  여수시  산단중앙로 275(여수국가산단  內),연료전지(수소),19.8,2019-03-18,2022-03-31,
1379,김상우,대림에너지,경북  영주시  장수면  갈산리  1067  외(갈산일반산업단지  內),미이용산림바이오매스,29.9,2019-03-18,2022-03-31,
1380,정경원,빛솔라에너지,전남  신안군  안좌면  자라리  816번지외  11필지,태양광,22.0,2019-03-18,2021-09-30,
1381,박일준,한국동서발전,강원도  동해시  구호동  230번지(북평국가산업단지  內),연료전지(LNG),15.0,2019-03-18,2022-03-31,
1382,수도권매립지관리공사  대표,수도권매립지관리공사,인천시  서구  백석동  58번지  일원,기력(매립지가스),50.0,2019-03-18,2007-03-31,양수인가
1383,김창휘 ,안좌스마트팜앤쏠라시티 ,전남  신안군  안좌면  내호리  및  구대리  일원(총  232 필지),태양광(염해 간척지),96.0 nan,2019-03-18 ,2020-12-31 ,"양수인가,용량변경 "
1384,한소진,강릉사천연료전지,강원도  강릉시  사천면  산대월리  540-2번지,연료전지(LNG),20.0,2019-03-18,2020-06-30,양수인가
1385,올리버하신토까스띠요크루즈,영양풍력발전공사,"경북  영양군  석보면,  영덕군  창수면,영해면  일원",풍력,61.5,2019-03-20,2014-10-29,주식취득인가
1386,김길원,영덕풍력발전,경북  영덕군  영덕읍  창포리,풍력,40.0,2019-03-20,2004-06-30,주식취득인가
1387,이상득,그린에너지발전,강원도 태백시 창죽동 9-167외 8필지 화전동 143-26외  1필지,풍력,37.4,2019-04-02,2020-09-30,"대표자변경,본점소재지변경,사업준비기간연장"
1388,김종수,예원산업,전북 정읍시 2산단7길21-1(하북동),신재생(SRF),5.5,2018-09-27,2021-03-31,"전압변경,사업준비기간연장,대표자변경"
1389,전영택,인천연료전지,"인천시  동구  송림동  8-344번지,  8-445번지",연료전지,39.6,2018-12-10,2020-12-31,"사업준비기간연장,대표자변경"
1390,김경두,원동풍력,"경남  양산시  원동면  내포리  산1-1일원,  화제리  산371,    산372-1일원",풍력,38.4,2019-04-22,2019-09-30,본점  소재지변경
1391,사장,한국남동발전,전남  해남군  문내면  용암리  1308외  190필지,태양광,400.0,2019-04-23,2021-03-31,
1392,강팔문,새만금개발공사,전북  군산시  오식도동  앞 공유수면  매립지(1구역),태양광,90.0,2019-04-23,2022-03-31,
1393,강팔문,새만금개발공사,전북  군산시  오식도동  앞 공유수면  매립지(2구역),태양광,90.0,2019-04-23,2022-03-31,
1394,강팔문,새만금개발공사,전북  군산시  오식도동  앞 공유수면  매립지(3구역),태양광,90.0,2019-04-23,2022-03-31,
1395,백종관,무안솔라파크,"전남  무안군  현경면  동산리 1141, 1142, 1143, 1144,  1145,  1146,  1146-1,   1147",태양광,72.0,2019-04-23,2020-12-31,
1396,최용훈,유당솔라,"전남  무안군  현경면  동산리  1146,  1146-1,  1147",태양광,8.0,2019-04-23,2021-03-31,
1397,하경호,안마해상풍력,"전남  영광군  낙월면  안마군도  서측 4km앞  해상(35°22' 9.00""N   1 2 5 ° 5 8 ' 4 0 . 1 0 "" E 3 5 ° 1 8 ' 2 1 . 0 0 "" N 1 2 5 ° 5 8 ' 4 0 . 1 0 "" E 3 5 ° 1 8 ' 2 1 . 0 0 "" N   1 2 5 ° 5 7 ' 3 4 . 0 0 "" E 3 5 ° 1 8 ' 5 9 . 0 0 "" N 1 2 5 ° 5 6 ' 5 4 . 0 0 "" E 3 5 ° 2 1 ' 3 1 . 0 0 "" N   125°56'54.00""E 35°22' 9.00""N  125°57'34.00""E)",풍력(해상),218.4,2019-04-23,2023-03-31,
1398,함스테 판윤성,에스케이디앤 디,제주도 서귀포시 남원읍 위미리  2360  외  15필지,태양광 ,18.11 2,2019-04-23 ,2021-12-31 ,nan 
1399,정두운,디엠솔라,"세종특별시  전의면  운주길 14,  한라홀딩스,  세종물류센터  지붕위",태양광,3.64302,2019-04-23,2022-03-31,
1400,장  옥,글로벌에너지개발,"경기도  양주시  남면  두곡리  14-10,  산2-3,   산2-4, 산2-5",연료전지(NG),20,2019-04-23,2021-12-31,"변경【원동력(당초:바이오매스),  용량(9.9MW→20MW),  사업장소(당초:양주시  남면  상수리    산112-11번지,  산113번지), 사업명칭(당초:남면  바이오매스  발전사업)】"
1401,박기원,청산풍력발전,"강원도  평창군  봉평면  진조리  산80-1,횡성군  둔내면  삽교리  산1-3",풍력,20,2019-04-23,2020-12-31,주식취득인가
1402,,삼수풍력발전,강원도  태백시  창죽동  산1-172번지,풍력,21,2019-04-23,2020-06-30,"전압변경,용량변경,대표자변경"
1403,심재원,인코테크,강원도  강릉시  강동면  모전리  253  및  254-1~2번지,바이오매스소각열,9.9,2019-04-30,2021-06-30 사업준비기간연장,
1404,박성호,영천풍력,경북  영천시  화북면  정각리  산150-1번지  일원,신재생에너지(풍력),39,2019-04-30,2021-03-31,사업준비기간
1405,함스테판윤성,에스케이디앤디,"경북  포항시  북구  죽장면 가사리  산2-1,석계리  산1-1",풍력,72,2019-04-30,2023-01-31,사업준비기간연장
1406,심재용 ,춘천에코에너지 ,강원도  춘천시  남산면  수동리  648-2  일원 ,신재생/증기터빈(SR F  소각열),9.8 nan,2019-04-30 ,2022-12-31 ,사업준비기간연장 
1407,김정영,와이에스에너지,경기도  양주시  남면  현석로785번길  207,신재생(SRF),5.0,2017-11-29,2019-05-31,"연료변경,준비기간연장,사업명칭변경"
1408,김정영,와이에스에너지,경기도  양주시  남면  현석로785번길  207,신재생(SRF),5.0,2019-04-30,2021-09-30,사업준비기간연장
1409,양원돈,오성연료전지,경기도  평택시  오성면  오성산단1로  131,신재생【연료전지/NG】,9.68,2019-04-30,2020-04-30,"사업준비기간연장,사업장주소도로명표기"
1410,,새만금해상풍력,전북  군산시  새만금  4호방조제  내측  일부,풍력,98.8,2019-05-13,2021-12-31,사업준비기간연장
1411,이운옥,춘천에코에너지,강원도  춘천시  남산면  수동리  648-2  일원,신재생/증기터빈(SRF  소각열),9.8,2016-07-13,2019-07-31,대표자변경
1412,손중영,진고개윈드캠퍼스,강원도  평창군  대관령면 횡계리  산2-1,풍력,6.6,2019-05-20,2022-08-31,"사업준비기간연장,대표자변경,법인번호오탈자정정"
1413,김성훈,에너지메카,"강원도  삼척시  하장면  중봉리  산1,  도계읍  무건리 산58,  도계읍  황조리  산159,  도계읍  신리  산138,   삼척시  노곡면  주지리  산9,  노곡면  상마읍리  산104, 삼척시  원덕읍  이천리  산322,  삼척시  가곡면  오목리  산21번지",풍력,285.0,2019-05-21,2022-10-31,사업준비기간연장
1414,김재종 ,동진풍력발전 ,강원도 평창군 대관령면 유천리  산1번지  일원,풍력 ,147.0 ,2019-05-21 ,2022-05-31 ,사업준비기간연장 
1415,"최규석,김재윤",코포스,"강원도  정선군  정선읍  북실리  산50,  산55,  산56,  산28번지  일원",풍력,36,2019-05-27,2020-12-31,"용량변경,준비기간연장"
1416,김응식,지에스이피에스,"경남도  고성군  하일면  학림리  산116,  산117,  산169, 산170,  산173-1,오방리  산1,  산3",풍력,33.6,2019-05-27,2021-04-30,"용량변경,전압변경"
1417,신성용,다온에프씨,충북  영동군  용산면  한곡리  영동산업단지  BL  13-1,연료전지,15,2019-05-27,2020-12-31,"용량변경,전압변경,사업준비기간연장"
1418,정진철,당진에코파워,울산시  남구  부곡동  산5번지  일원  (산업단지內),복합화력(LNG/LPG),"1,122",2019-05-27,2024-12-31,용량변경
1419,정진철,당진에코파워,"충북  음성군  음성읍  평곡리  일원(187,732㎡)",복합화력(LNG),"1,122",2019-05-27,2024-12-31,용량변경
1420,최광호 ,한화건설 ,"전남신안군도초면우이도리남동측해상No.1125°48’2.89“34°33’16.89“,No.2125°49’35.50“34°27’23.05“,No.3125°50’39.54“34°27’34.53“,No.4125°52’19.86“34°28’52.02“,No.5125°56’20.04“34°29’34.92“,No.6125°55’15.95“34°33’41.10“,No.7125°52’21.95“34°33’ 10.02“,No.8125°52’8.66“34°34’0.91“,",풍력 ,396.8 nan,2019-05-27 ,2023-04-30 ,nan
1421,이원옥,신안어의풍력발전,"전 남 신 안 군 지 도 읍 어 의 리(어의도해상)NO.135°08′12.00″N,126°13′57.00″E,NO.235°07′45.50″N,126°13′57.00″E",풍력,16.0,2019-05-27,2023-04-30,
1422,윤석호,케이이앤,전남  영광군  묘량면  월암리  726-1  일원,태양광,90.0,2019-05-27,2022-09-30,
1423,조동욱,퍼시피코에너지코리아,전남  신안군  상태동리  산 151-8번지  일원,태양광,41.88,2019-05-27,2022-03-31,
1424,진경수,대산연료전지,충남  서산시  대산읍  대죽리  775-1  일원,"연료전지【LPG(주연료), NG(보조연료)】",60.7,2019-05-27,2022-12-31,
1425,함  스테판  윤성,에스케이디앤디,충북  청주시  흥덕구  산단로  149(SK케미칼  청주공장 내),연료전지(LNG),19.8,2019-05-27,2021-04-30,
1426,이성경,연천전곡그린에너지,경기도  연천군  청산면  궁평리  612-2번지,연료전지(LNG),19.8,2019-05-27,2021-12-31,
1427,이한일,보은꿈나무그린에너지,충북  보은군  삼승면  우진리  보은   일반산업단지내(17-1블록),연료전지(LNG),19.8,2019-05-27,2021-12-31,
1428,이성기 ,연료전지에너 지,전북 군산시 가도안2길 연료전지( 23(오식도동),LNG),40.2 nan,2019-05-27 ,2020-12-31 ,nan 
1429,최민식,에프알피에너지,울산시  울주군  온산읍  원산리  919-10,연료전지(LNG),99.9,2019-05-27,2022-06-30,
1430,김영광,부산도시가스,부산시 강서구 명지동 607-641(명지  집단에너지부지내),연료전지(LNG),9.68,2019-05-27,2022-03-31,
1431,김병숙,한국서부발전,대전시  유성구  복용동  산22-55,연료전지(LNG),6.16,2019-05-27,2020-11-30,
1432,한경환,제천그린에너지,충북  제천시  왕암동  1413번지(제2산단부지내),연료전지(LNG),39.9,2019-05-27,2021-12-31,
1433,손성배,무주에코랜드,전북  군산시  산단남북로 70번지(국가산업단지),연료전지(LNG),40.0,2019-05-27,2021-12-31,
1434,조경애,위니스트,부산시 강서구 송정동 1662-9,연료전지(LNG),9.85,2019-05-27,2022-06-30,
1435,김영건,화정풍력,전남  여수시  화정면  조발리  산38-3번지  일원,풍력,12.0,2019-06-04,2022-04-30,사업준비기간연장
1436,한경훈,통영에코파워 경남  통영시  광도면  일원,,LNG 복합화력,920.0,2019-06-05,2024-12-31,사업준비기간연장
1437,박상일,통영에코파워 경남  통영시  광도면  일원,,LNG 복합화력,920.0,2019-06-11,2024-12-31,대표자변경
1438,윤종근,한국남부발전,"강원도  강릉시  강동면  임곡리  및  언별리,  옥계면  북동리,    왕산면  목계리  일원",풍력,60.0,2019-06-19,2022-06-30,사업준비기간연장
1439,박정학 ,명성파워그린 ,"강원도 정선군 남면 유평 리  산208,  화암면  몰운리 산210",풍력 ,39.0 nan,2019-06-19 ,2022-06-30 ,사업준비기간연장 
1440,김태중,성원에너지,전북  익산시  금마면  동고도리  산  34-3외  22개필지,태양광,9.515,2019-06-25,2019-07-31,사업준비기간연장(사업개시2019-6-25)
1441,허지영,윈윈드파워,전남  신안군  증도면  우전리  일원,풍력,33.0,2019-06-25,2020-10-31,주식취득  인가
1442,공두용,고성풍력발전,강원도  고성군  간성읍  흘리  일원,신재생(풍력),100.0,2019-06-25,2022-12-31,"양수인가,  사업준비기간연장"
1443,안승만,비디아이,"강원도  정선군  임계면  임계리  산526,  산542,  산542-1,  산586-1,  산586-5번지",태양광,60.0,2019-06-25,2022-05-31,
1444,이상득,지앤이파워,"강원도  춘천시  동면  평촌리  산37-1,  신이리  산98-1, 품안리  산53-1",풍력,40.0,2019-06-25,2022-12-31,
1445,"김장수,김흥식",동성,"강원도  삼척시  하장면  어리  산120,  산119,  산142, 산138,  산137,  대전리  산34,  판문리   산120,  산147-2,  산158  일원",풍력,30.4,2019-06-25,2021-12-31,
1446,"정몽진, 정몽익",케이씨씨,경북  김천시  어모면  산업단지로39(김천공장 북측 지붕),태양광,3.8,2019-06-25,2022-03-31,
1447,박종옥 ,부산명지태양광발전 ,"부산시  강서구  르노삼성대로 61,  르노삼성자동차주 식회사  공장부지내  주차장 및  건물지붕",태양광 ,15.0 nan,2019-06-25 ,2020-12-31 ,nan
1448,박근수,고흥신에너지,"전남  고흥군  포두면  남촌리  996,  송산리  1636,  길두리 2625, 오취리 1148,1151, 옥강리   1489,1491",태양광,95.0,2019-06-25,2022-06-30,
1449,김민규,제이원,제주특별자치도  서귀포시 남원읍  수망리  산  178외 18필지,태양광,70.0,2019-06-25,2022-07-31,
1450,임병용,지에스건설,"전남  여수시  율촌면  신풍리  808-12외  전면  수면  및 율촌  2산단,  여수국가산단 사이  수로",태양광,60.0,2019-06-25,2022-04-30,
1451,오형식,에스디에프씨,전남  강진군  성전면  송학리  845-5(강진산단  內),연료전지(NG),24.0,2019-06-25,2022-04-30,
1452,임상수,지엘,전남  순천시  해룡면  해룡일반산업단지  BL  A3-6-2,연료전지(NG),30.0,2019-06-25,2021-12-31,
1453,우혁재,지엘홀딩스,전남  순천시  해룡면  해룡일반산업단지  BL  A3-6-1,연료전지(NG),30.0,2019-06-25,2021-12-31,
1454,김진섭,해룡그린파워,전남  순천시  해룡면  해룡일반산업단지  BL  A3-5-3,연료전지(NG),30.0,2019-06-25,2021-12-31,
1455,강우순,빅솔라,"강원도  횡성군  우천면  문암리  117,  118,  119-3,산37-12,산37-14",연료전지(NG),10.12,2019-06-25,2022-05-31,
1456,노승일,앤피피,"강원도  횡성군  우천면  문암리  117,  118,  119-3,  산37-12,  산37-14",연료전지(NG),10.12,2019-06-25,2022-05-31,
1457,천병권,코엠퓨얼셀,"강원도  횡성군  우천면  문암리  117,  118,    119-3,산37-12,  산37-14",연료전지(NG),10.12,2019-06-25,2022-05-31,
1458,이종조,레나인터내셔널에너지,전북  완주군  봉동읍  장구리  583-13 (완주테크노밸리  일반산업단지),연료전지(NG),10.0,2019-06-25,2021-04-30,
1459,이성경,연천백학그린에너지,"경기도  연천군  청산면  궁평리  618,  619번지",연료전지(NG),39.9,2019-06-25,2021-12-31,
1460,이기경,태환윈드파워평창,"강원도  평창군  진부면  마평리  산200,  화의리  산100,  막동리  산1,  장전리 산1,  대화면  신리  산410, 대화리  산70,  하안미리  산153,  평창읍  지동리  산1, 고길리  산1,  미탄면  회동리  산50-1  번지",풍력,168.3,2019-6-27,2023-5-31,사업준비기간연장
1461,,영광풍력발전,"전남  영광군  백수읍  하사리,약수리,  염산면  축동리,신성리,송암리  일원",풍력,79.6,2019-07-01,2019-09-30,본점  소재지변경
1462,함스테판윤성 ,에스케이디앤디 ,"경북  군위군  고로면  석산리  산19번지  일원,  의성군 춘산면  신흥리  산70번지 일원",풍력 ,66.0 nan,2019-07-01 ,2022-07-31 ,사업준비기간연장 
1463,배상규,포항신재생에너지,경북  포항시  북구  흥해읍 용한리(영일만3일반산업단지),"신재생【목질계 바이오매스(우드칩, 필렛  혼소)】",110.0,2019-07-01,2022-06-30,"사업준비기간연장,  본점소재지변경"
1464,이종희,압해풍력에너지,전남  신안군  압해면  가룡리  일원(해상  포함),신재생(풍력),20.0,2019-07-01,2021-07-31,사업준비기간연장
1465,김영환,선창산업,"인천시  중구  북성동1가 6-39,  6-145",Bio-SRF,7.97,2019-07-01,2019-09-30,사업준비기간연장
1466,최광호,한화건설,"전남신안군도초면우이도리남동측해상No.1125°48’2.89“34°33’16.89“,No.2125°49’35.50“34°27’23.05“,No.3125°50’39.54“34°27’34.53“,No.4125°52’19.86“34°28’52.02“,No.5125°56’20.04“34°29’34.92“,No.6125°55’15.95“34°33’41.10“,No.7125°52’21.95“34°33’10.02“,No.8125°52’8.66“34°34’0.91“,",풍력,396.8,2019-07-02,2023-04-30,본점  소재지  변경
1467,이상업,씨에스에너지,강원도  삼척시  하장면  번천리  산57-2,풍력,26.4,2019-07-09,2021-04-30,양수인가
1468,이상능,비금풍력발전,전남  신안군  비금면  구림리  39-10  등지,풍력,60.0,2019-07-19,2019-12-31,주식취득
1469,,비에스에너지,"강원도  삼척시  도계읍  상덕리  산1-2번지,  황조리 산159번지,  신리  산138번지  일원",풍력,70.0,2019-07-19,2021-05-31,용량변경
1470,최규성,한국농어촌공사,인천시  강화군  교동면  난정리  306일원,태양광,6.0,2019-07-19,2020-02-29,용량변경
1471,,완도해상풍력,"전남완도군완도읍망석리해상 일 원 ( 3 4 ° 1 7 ‘ 0 3 . 3 7 ˝N , 1 2 6 ° 4 6 ' 5 0 . 6 8 ˝E / 3 4 ° 1 7 ' 0 2 . 0 5 ˝N , 1 2 6 ° 4 3 ' 1 1 . 7 6 ˝E / 3 4 ° 1 6 ' 3 6 . 0 9 ˝N , 1 2 6 ° 4 3 ' 1 2 . 0 0 ˝E / 3 4 ° 1 5 ' 4 4 . 3 7 ˝N , 1 2 6 ° 4 3 ' 4 3 . 7 4 ˝E / 3 4 ° 1 5 ' 4 5 . 1 3 ˝N , 1 2 6 ° 4 5 ' 4 8 . 8 0 ˝E / 3 4 ° 1 6 ' 3 7 . 4 1 ˝N,126°46'50.90˝E)",풍력(해상),148.5,2019-07-19,2022-11-30,주식취득
1472,정재훈 ,한국수력원자력 ,"전북  새만금  방조제  내측 공유수면(02지구, 03지구, 04지구)",태양광(수상) ,2100.0 nan,2019-07-19 ,2022-04-30 ,
1473,장찬현,곡성그린풍력발전,"전남  곡성군  오곡면  침곡리  산39,  송정리  산96  일원",신재생(풍력),42.0,2019-07-19,2021-07-31,
1474,박원서,오미산풍력발전,"경북  봉화군  석포면  석포리  산1-2,  승부리  산1-1, 울진군  금강송면  전곡리 산1",풍력,60.0,2019-07-19,2021-04-30,양수인가
1475,홍동표,태백가덕산풍력발전,"강원도  태백시  하사미동 산195-1,  조탄동  산55  일원",풍력,36.0,2019-07-19,2023-05-31,
1476,이학수,아리풍력발전,"강원도  정선군  화암면  화암리  산58,  산111,  산101, 산115,  산116,  산145,  산146,  산150,   산152,  산169,  산170,  산171,  건천리 산265,  임계면  덕암리  산50-4",풍력,40.0,2019-07-19,2021-12-31,"양수인가,준비기간연장"
1477,하재환,에너지밸리,"강원도  삼척시  도계읍  무건리  산58,  황조리  산  159, 신리  산138,  상마읍리  산104",풍력,84.0,2019-07-19,2022-10-31,삼척풍력으로부터  일부 양수
